,calories,carbs,cook_time,course,cuisine,description,labels,name,photos,prep_time,protein,rating,saturated_fat,servings,sugar,total_fat,total_time,url
0,,,15,side,northindian,", how to make aam ka murabba recipe"," Summer Recipes,Kids Recipes, No Onion No Garlic,30 Minutes Recipes, North Indian Recipes, Starters & Snacks Recipes, Tiffin Recipes,Gluten Free, Vegan Recipes, Popular Indian Recipes,Bachelor Recipes",aam ka murabba ,True,10,,['4.29'],,450grams,,,25,http://www.vegrecipesofindia.com/aam-ka-murabba-recipe/
0,,,30,sweets,"Indian,mangalorean", | mangalore banana pooris | banana buns recipe,"Karnataka Recipes, Starters & Snacks Recipes, Kids Recipes",mangalore buns ,False,240,,['4.78'],,3to4,,,270,http://www.vegrecipesofindia.com/sweet-banana-pooris-buns-recipe/
0,146,26,40,bread,world,", how to make white bread, eggless white bread"," Kids Recipes, Vegan Recipes,Bread Recipes",white bread ,False,180,3,['4.39'],,12breadslicesor1largeloafofbread,2,2,220,http://www.vegrecipesofindia.com/white-bread-easy-white-bread/
0,,,,side,Indian,", how to make moong sprouts salad recipe"," Tiffin Recipes,Bachelor Recipes, Vegan Recipes,Gluten Free,Pickles-Sauces-Dips",moong sprouts salad ,True,20,,['4.86'],,2,,,20,http://www.vegrecipesofindia.com/moong-sprouts-salad-recipe/
0,,,40,"Breakfast,brunch","northindian,Punjabi",", how to make chana dal paratha recipe"," Kids Recipes, Main Course, Tiffin Recipes, Vegan Recipes,Indian Breads & Parathas",chana dal paratha ,True,540,,['5'],,2-3,,,580,http://www.vegrecipesofindia.com/chana-dal-paratha-recipe/
0,,,10,breakfasts,Indian,", how to make carrot paratha | gajar ka paratha recipe"," Kids Recipes,30 Minutes Recipes, Starters & Snacks Recipes, Tiffin Recipes,Bachelor Recipes, Indian Breakfast Recipes,Indian Breads & Parathas",carrot paratha ,True,20,,['4.84'],,4people,,,30,http://www.vegrecipesofindia.com/carrot-paratha-recipe-gajar-paratha/
0,,,5,side,southindian,", how to make curry leaves chutney recipe","15 Minutes Recipes, No Onion No Garlic, Starters & Snacks Recipes, Vegan Recipes,Chutneys, South Indian Recipes",curry leaves chutney ,True,5,,['2'],,2to3,,,10,http://www.vegrecipesofindia.com/curry-leaves-chutney-recipe/
0,135,24,40,"appetiser,Breakfast",world,", complete guide to make brown bread recipe"," Tiffin Recipes, International Cuisines, Vegan Recipes,Bread Recipes",brown bread ,True,4,3,['4.56'],,12breadslicesor1loafofbread,1,2,44,http://www.vegrecipesofindia.com/brown-bread-recipe-brown-bread/
0,,,30,Breakfast,gujarati,", how to make lauki thepla | doodhi thepla recipe"," Kids Recipes,Gujarati Recipes, No Onion No Garlic, Tiffin Recipes, Toddler Recipes,Bachelor Recipes, Indian Breakfast Recipes",lauki thepla ,True,15,,['5'],,10to12theplas,,,45,http://www.vegrecipesofindia.com/lauki-thepla-recipe/
0,,,20,snacks,IndoChinese, | vegetable chopsuey recipe | veg chop suey recipe," Kids Recipes,Indo-Chinese Recipes, Starters & Snacks Recipes, Indo-Chinese Recipes, Vegan Recipes, Popular Indian Recipes,Indian Street Food",veg american chopsuey ,False,20,,['4.8'],,2,,,40,http://www.vegrecipesofindia.com/veg-american-chopsuey-recipe/
0,,,20,snacks,baking,", whole wheat coconut cookies"," Kids Recipes,30 Minutes Recipes, Vegan Recipes, Festival Recipes,Bachelor Recipes,Baked Snacks, International Cuisines",eggless coconut cookies ,True,10,,['4.84'],,12cookies,,,30,http://www.vegrecipesofindia.com/eggless-coconut-cookies-recipe/
0,400,69,15,main,"Indian,mumbaistreetfood",", how to make tawa pulao recipe | pulao recipes"," Kids Recipes,Gluten Free, Popular Indian Recipes, Rice Recipes,Bachelor Recipes,Indian Street Food",tawa pulao ,True,45,9,['4.75'],5,3to4,5,9,60,http://www.vegrecipesofindia.com/tawa-pulao-recipe-pulao-recipes/
0,292,9,15,Breakfast,northindian,", how to make paneer bhurji | dry paneer bhurji"," Kids Recipes, Indian Street Food, Main Course, Paneer Recipes, North Indian Recipes, Punjabi Recipes,Indian Breakfast Recipes",paneer bhurji ,True,5,10,['4.92'],10,3,4,24,20,http://www.vegrecipesofindia.com/paneer-bhurji-scrambled-cottage-cheese-with-spices/
0,196,14,40,side,"northindian,Punjabi",", how to make dry aloo gobi | punjabi aloo gobi recipe"," Kids Recipes, No Onion No Garlic, Main Course, Tiffin Recipes, North Indian Recipes, Vegan Recipes,Gluten Free,Indian Vegetable Recipes, Punjabi Recipes,Bachelor Recipes",aloo gobi ,False,15,3,['4.73'],1,4,1,14,55,http://www.vegrecipesofindia.com/aloo-gobi-recipe-punjabialoo-gobi/
0,,,25,snacks,northindian, | how to make atta nankhatai recipe," Kids Recipes,30 Minutes Recipes, North Indian Recipes, Festival Recipes, Popular Indian Recipes,Bachelor Recipes,Baked Snacks",whole wheat nankhatai ,True,5,,['4.86'],,300grams,,,30,http://www.vegrecipesofindia.com/whole-wheat-nankhatai-recipe-atta-nankhatai/
0,,,35,Dessert,"hyderabadi,Indian",,"Desserts, Hyderabadi Cuisine, Vegan Recipes","Khubani Ka Meetha Recipe, Hyderabadi Sweet Dish | Hyderabadi Recipes",True,8,,['3.75'],,4,,,43,http://www.vegrecipesofindia.com/hyderabadi-khubani-ka-meetha/
0,,,20,snacks,"IndianStreetFood,northindian,Punjabi",", how to make samosa chana chaat recipe | chaat recipes"," Kids Recipes, Starters & Snacks Recipes, North Indian Recipes, Vegan Recipes, Punjabi Recipes, Popular Indian Recipes,Indian Street Food",samosa chaat ,True,10,,['5'],,6,,,30,http://www.vegrecipesofindia.com/samosa-chaat-recipe/
0,,,30,snacks,southindian,", how to make chana sundal recipe | sundal recipes","Kids Recipes, No Onion No Garlic, Main Course, Tiffin Recipes, Starters & Snacks Recipes, Vegan Recipes, Tamil Nadu, Low Fat Recipes, South Indian Recipes",chana sundal ,False,8,,['4.5'],,3to4,,,38,http://www.vegrecipesofindia.com/chana-sundal/
0,,,10,snacks,"nepali,world",", how to make whole wheat veg momos"," Kids Recipes,Vegan Recipes, Low Fat Recipes, Starters & Snacks Recipes, Vegan Recipes, Popular Indian Recipes,Indian Street Food, International Cuisines",whole wheat veg momo ,True,45,,['5'],,12to14mediumsizedmomos,,,55,http://www.vegrecipesofindia.com/whole-wheat-veg-momo-recipe/
0,,,25,desserts,northindian,", how to make saffron suji halwa | sooji ka halwa recipe"," Kids Recipes, North Indian Recipes, Festival Recipes, Punjabi Recipes,Desserts, Indian Breakfast Recipes",suji halwa ,True,20,,['4.58'],,6,,,45,http://www.vegrecipesofindia.com/saffron-halwa/
0,,,,Beverages,"karnataka,southindian,tamilnadu", - neer majjige | spiced buttermilk recipe | neer moru recipe," Summer Recipes,15 Minutes Recipes, No Onion No Garlic, Starters & Snacks Recipes,Karnataka Recipes, Tamil Nadu,Bachelor Recipes,Summer Recipes, South Indian Recipes",neer mor ,True,10,,[''],,2,,,,http://www.vegrecipesofindia.com/neer-mor-recipe-neer-majjige/
0,,,20,main,andhra,", how to make gutti vankaya kura recipe"," Main Course, Indian Curries, Vegan Recipes,Gluten Free,Andhra Recipes, South Indian Recipes",gutti vankaya kura ,True,20,,['4.34'],,3to4,,,40,http://www.vegrecipesofindia.com/gutti-vankaya-kura-recipe/
0,,,25,main,"northindian,Punjabi",", how to make aloo shimla mirch masala"," Kids Recipes, Main Course, Tiffin Recipes, North Indian Recipes, Vegan Recipes,Gluten Free,Indian Vegetable Recipes, Punjabi Recipes,Bachelor Recipes",aloo capsicum masala ,True,15,,['5'],,3to4,,,40,http://www.vegrecipesofindia.com/aloo-capsicum-masala-recipe/
0,332,32,20,main,IndoChinese,", how to make gobi manchurian gravy recipe"," Main Course,Bachelor Recipes,Indian Street Food, Indo-Chinese Recipes, Vegan Recipes",gobi manchurian ,True,45,4,['4.5'],18,4,3,21,65,http://www.vegrecipesofindia.com/caulifower-gobhi-manchurian-a-chinese-recipe-made-indian-style/
0,,,40,side,"goan,portuguese", | goan veg mushroom vindaloo recipe," Main Course,Bachelor Recipes, Indian Curries, Vegan Recipes,Goan Recipes",mushroom vindaloo ,True,20,,['5'],,4,,,60,http://www.vegrecipesofindia.com/mushroom-vindaloo-recipe/
0,,,,starter,Indian, for chaat recipes | green chutney for chaat snacks,"15 Minutes Recipes, No Onion No Garlic, Starters & Snacks Recipes, Vegan Recipes,Gluten Free,Chutneys,Bachelor Recipes",green chutney ,False,15,,['4.67'],,1smallbowl,,,15,http://www.vegrecipesofindia.com/green-chutney-for-chaat-recipes/
0,,,35,Dessert,world,", how to make tutti frutti cake recipe"," Kids Recipes, International Cuisines,Eggless Cakes",eggless tutti frutti cake ,False,15,,['4.61'],,2to3,,,50,http://www.vegrecipesofindia.com/eggless-tutti-frutti-cake-recipe/
0,177,31,40,"Breakfast,snacks",Indian,", how to make indian pav recipe | bread rolls recipe"," Starters & Snacks Recipes, Vegan Recipes, Indian Breads & Parathas,Bread Recipes, Indian Breakfast Recipes",pav ,False,180,4,['4.89'],,9pav,1,3,220,http://www.vegrecipesofindia.com/pav-recipe-indian-pav/
0,,,40,Dessert,, | eggless cake recipes," Kids Recipes, International Cuisines,Eggless Cakes, Vegan Recipes, Festival Recipes",eggless chocolate banana carrot cake ,False,15,,['4.45'],,4to5,,,55,http://www.vegrecipesofindia.com/chocolate-banana-carrot-cake/
0,,,20,main,southindian,," Main Course,Dal Recipes, Kerala Recipes, Indian Curries, South Indian Recipes","Lobia Curry Recipe, How to make Kerala Lobia Curry Recipe",False,20,,[''],,,,,40,http://www.vegrecipesofindia.com/lobia-curry-kerala-recipe/
0,,,3,snacks,southindian,", how to make curd coconut chutney recipe","15 Minutes Recipes, No Onion No Garlic, Starters & Snacks Recipes, Pickles-Sauces-Dips, Toddler Recipes,Chutneys,Bachelor Recipes, South Indian Recipes",coconut curd chutney ,True,12,,['4.34'],,2to3,,,15,http://www.vegrecipesofindia.com/coconut-curd-chutney-recipe/
0,,,40,main,"Indian,Punjabi",", how to make makki di roti | step by step"," Main Course, North Indian Recipes,Gluten Free, Punjabi Recipes, Indian Breakfast Recipes,Indian Breads & Parathas",makki di roti ,True,20,,['4.67'],,3,,,60,http://www.vegrecipesofindia.com/makki-di-roti-punjabi-makki-di-roti/
0,438,63,15,main,IndoChinese,", how to make veg singapore fried rice recipe","Indo-Chinese Recipes,30 Minutes Recipes, Indo-Chinese Recipes, Vegan Recipes, Popular Indian Recipes, Rice Recipes,Bachelor Recipes,Indian Street Food",singapore fried rice ,False,15,7,['4.5'],2,3,7,17,30,http://www.vegrecipesofindia.com/singapore-fried-rice-recipe/
0,440,72.6,15,main,Indian," in pressure cooker, easy veg pulao recipe","Kids Recipes, Main Course, Tiffin Recipes, North Indian Recipes, Vegan Recipes,Gluten Free, Popular Indian Recipes, Rice Recipes,Bachelor Recipes",vegetable pulao ,False,30,8.3,['4.63'],2,4,3.6,13.3,45,http://www.vegrecipesofindia.com/easy-vegetable-pulao-in-pressure-cooker/
0,,,12,"Breakfast,snacks",southindian," from cooked rice, how to make soft idlis using cooked rice"," Kids Recipes, Indian Street Food, No Onion No Garlic, Tiffin Recipes, Starters & Snacks Recipes, Vegan Recipes,Gluten Free, Rice Recipes, Low Fat Recipes,Indian Breakfast Recipes, South Indian Recipes",idli ,True,540,,['4.8'],,3to4,,,552,http://www.vegrecipesofindia.com/cooked-rice-idli/
0,,,5,chutney,"kerala,southindian"," | coconut chutney for idli, dosa, vada","15 Minutes Recipes, No Onion No Garlic, Kerala Recipes, Tiffin Recipes, Vegan Recipes,Gluten Free,Chutneys,Bachelor Recipes",coconut tamarind chutney ,True,10,,['4'],,3to4,,,15,http://www.vegrecipesofindia.com/coconut-tamarind-chutney-recipe-idli-dosa/
0,,,35,main,"northindian,Punjabi",", how to make khoya matar makhana curry"," Kids Recipes, Main Course, North Indian Recipes,Gluten Free, Punjabi Recipes,Indian Curries,Bachelor Recipes",khoya matar makhana ,True,20,,['4.34'],,4,,,55,http://www.vegrecipesofindia.com/khoya-matar-makhana-recipe/
0,,,2,Beverages,world,," Kids Recipes,Beverages, Vegan Recipes",Chocolate Banana Smoothie Recipe | Vegan Banana Smoothie,False,3,,[''],,3glasses,,,5,http://www.vegrecipesofindia.com/vegan-chocolate-banana-smoothie-with-thai-basil/
0,,,20,dals,main, | mint moong dal recipe | mint dal recipe," Main Course,Dal Recipes, Summer Recipes",pudina moong dal ,False,5,,[''],,3,,,25,http://www.vegrecipesofindia.com/pudina-moong-dal/
0,,,20,snacks,Indian, | chawal ke pakore recipe | pakora recipes,"Kids Recipes,30 Minutes Recipes, North Indian Recipes, Starters & Snacks Recipes, Tiffin Recipes, Vegan Recipes, Rice Recipes,Bachelor Recipes",rice pakora ,True,5,,['4.23'],,2to3,,,25,http://www.vegrecipesofindia.com/rice-pakora-recipe-chawal-ke-pakore/
0,,,,,, with chocolate sauce," Kids Recipes,Desserts,Bachelor Recipes, Summer Recipes",pomegranate gulkand ice cream ,False,40,,[''],,4,,,40,http://www.vegrecipesofindia.com/pomegranate-gulkand-ice-cream/
0,,,15,Dessert,Indian,", how to make quick mawa modak | modak recipes"," Kids Recipes,Festival Recipes,30 Minutes Recipes,Gluten Free, Festival Recipes,Desserts,Bachelor Recipes",mawa modak ,True,10,,[''],,8to10,,,25,http://www.vegrecipesofindia.com/mawa-modak-recipe-modak-recipes/
0,,,30,,,", how to make soybean flaxseed dosa recipe"," No Onion No Garlic, Starters & Snacks Recipes, Vegan Recipes,Indian Breakfast Recipes",soybean dosa ,True,555,,['4.5'],,,,,585,http://www.vegrecipesofindia.com/soybean-dosa-recipe-flaxseed-soybean-dosa-recipe/
0,,,15,side,gujarati,", besan chutney recipe for fafda, gathiya, chorafali, gota"," Gujarati Recipes, No Onion No Garlic,30 Minutes Recipes, Vegan Recipes,Chutneys,Bachelor Recipes",fafda chutney ,False,5,,['5'],,1mediumbowl,,,20,http://www.vegrecipesofindia.com/fafda-chutney-recipe/
0,,,20,side,"northindian,Punjabi",", how to make punjabi mooli bhurji | mooli sabzi recipe"," No Onion No Garlic, Main Course, North Indian Recipes, Vegan Recipes,Indian Vegetable Recipes, Punjabi Recipes,Bachelor Recipes",mooli bhurji ,False,10,,['4.5'],,4,,,30,http://www.vegrecipesofindia.com/mooli-ki-bhurji-punjabi-mooli-bhurji/
0,255,34,25,main,world,", quick and easy mushroom rice recipe | rice recipes"," Main Course,30 Minutes Recipes, Vegan Recipes,International Cuisines, Rice Recipes,Bachelor Recipes",mushroom rice ,True,15,7,['5'],1,3,2,10,40,http://www.vegrecipesofindia.com/mushroom-rice/
0,,,15,snacks,Sindhi,", how to make sindhi aloo tuk recipe | aloo took recipe","Navratri & Fasting Recipes, Starters & Snacks Recipes",aloo tuk ,True,5,,['4'],,2to3,,,20,http://www.vegrecipesofindia.com/aloo-tuk-fried-potatoes-sindhi-recipe/
0,,,20,"breakfasts,snacks",southindian,", how to make crispy paper dosa recipe | dosa recipes"," Kids Recipes, Starters & Snacks Recipes, Vegan Recipes, Popular Indian Recipes, South Indian Recipes,Indian Breakfast Recipes,South Indian Recipes",paper dosa ,True,540,,['5'],,4,,,560,http://www.vegrecipesofindia.com/paper-dosa-recipe/
0,108,17,30,main,"northindian,Punjabi"," on stove top, how to make tandoori roti on tawa (tava)"," Kids Recipes, Indian Street Food, North Indian Recipes, Vegan Recipes, Punjabi Recipes,Bachelor Recipes,Indian Breads & Parathas",tandoori roti ,True,35,3,['4.2'],1,12to14tandoorirotis,,3,65,http://www.vegrecipesofindia.com/tandoori-roti-recipe/
0,,,10,Dessert,world,", vegan pomegranate mousse"," Kids Recipes,Desserts,30 Minutes Recipes, Vegan Recipes, Navratri & Fasting Recipes",eggless pomegranate mousse ,False,10,,[''],,4,,,20,http://www.vegrecipesofindia.com/pomegranate-vanilla-mousse/
0,,,45,Snack,"Chinese,world",", how to make spring roll wrappers recipe","Cooking Tips & Methods, Indo-Chinese Recipes, Vegan Recipes",spring roll wrappers ,True,5,,['4.64'],,26to28,,,50,http://www.vegrecipesofindia.com/spring-roll-wrappers-recipe/
0,,,25,main,southindiancuisine,", how to make tomato biryani recipe | biryani recipes","Kids Recipes, Main Course, Vegan Recipes,Gluten Free, Rice Recipes,Bachelor Recipes,Rice Recipes, South Indian Recipes",tomato biryani ,True,30,,['4.5'],,3,,,55,http://www.vegrecipesofindia.com/tomato-biryani-recipe/
0,,,45,main,"northindian,Punjabi",", how to make vegetable chilli milli recipe"," Main Course, North Indian Recipes, Vegan Recipes,Gluten Free, Punjabi Recipes, Popular Indian Recipes,Indian Curries,Bachelor Recipes",veg chilli milli ,True,20,,['4'],,4,,,65,http://www.vegrecipesofindia.com/veg-chilli-milli-recipe/
0,262,7,30,main,"northindian,Punjabi", | no onion no garlic butter paneer masala," Kids Recipes, No Onion No Garlic, Main Course, Paneer Recipes, North Indian Recipes, Punjabi Recipes, Popular Indian Recipes,Paneer Recipes,Indian Curries,Bachelor Recipes",paneer butter masala ,False,20,9,['4.86'],12,4,2,22,50,http://www.vegrecipesofindia.com/paneer-butter-masala-recipe-no-onion-no-garlic/
0,13,2,,side,Indian," for fasting or vrat,  how to make chutney for vrat"," Navratri & Fasting Recipes,15 Minutes Recipes, No Onion No Garlic, North Indian Recipes, Starters & Snacks Recipes, Vegan Recipes,Chutneys,Bachelor Recipes, Low Fat Recipes",phalahari chutney ,True,5,,['5'],,2to3,,,5,http://www.vegrecipesofindia.com/phalahari-chutney-recipe-for-fasting-vrat/
0,185,31,30,"brunch,Snack",Indian,", how to make aloo pakora recipe | batata bhajji recipe"," No Onion No Garlic, Tiffin Recipes, Starters & Snacks Recipes, Vegan Recipes,Gluten Free, Popular Indian Recipes,Bachelor Recipes,Indian Street Food",aloo pakora ,True,10,9,['4.8'],,3,3,2,40,http://www.vegrecipesofindia.com/aloo-pakora-aloo-bajji/
0,,,25,snacks,southindian,", how to make cabbage vada | cabbage vadai recipe","Kids Recipes, No Onion No Garlic, Tiffin Recipes, Starters & Snacks Recipes, Vegan Recipes, Tamil Nadu, South Indian Recipes",cabbage vada ,True,540,,['4.75'],,2to3,,,565,http://www.vegrecipesofindia.com/cabbage-vada-recipe-cabbage-vadai/
0,,,,desserts,world, - 3 ingredient quick vanilla ice cream recipe," Kids Recipes,Desserts, International Cuisines,Gluten Free,15 Minutes Recipes",easy vanilla ice cream ,True,15,,['5'],,1largebowl,,,15,http://www.vegrecipesofindia.com/vanilla-ice-cream-recipe/
0,,,20,main,"Indian,Maharashtrian",", how to make chawli usal | maharashtrian usal"," Main Course, Maharashtrian Recipes,Gluten Free, Vegan Recipes,Indian Curries,Bachelor Recipes, Konkani Recipes",chawli usal ,False,450,,['5'],,4,,,470,http://www.vegrecipesofindia.com/chawli-usal/
0,,,15,"main,starter","andhra,southindian",", andhra style tomato charu recipe | rasam recipes"," No Onion No Garlic, Main Course, Starters & Snacks Recipes, Vegan Recipes,Andhra Recipes,Bachelor Recipes, South Indian Recipes",tomato rasam ,True,15,,['4'],,4,,,30,http://www.vegrecipesofindia.com/tomato-rasam-recipe-tomato-charu/
0,,,30,main,Indian,", how to make bajra rotis recipe | bajra bhakri recipe"," No Onion No Garlic, Main Course, North Indian Recipes, Vegan Recipes,Gluten Free, Low Fat Recipes, Indian Breakfast Recipes,Indian Breads & Parathas",bajra roti ,True,20,,['5'],,8to10smallflatbreads,,,50,http://www.vegrecipesofindia.com/bajra-roti-bajra-bhakri/
0,,,45,main,"northindian,Punjabi", | matar mushroom curry recipe," Kids Recipes, Main Course, North Indian Recipes,Gluten Free, Punjabi Recipes,Indian Curries",mushroom matar makhani ,True,45,,['4.89'],,4,,,90,http://www.vegrecipesofindia.com/mushroom-matar-makhani-recipe/
0,,,10,"Breakfast,snacks",Indian,", cheese chilli toast recipe on tawa (pan) & oven"," Kids Recipes,15 Minutes Recipes, No Onion No Garlic, Tiffin Recipes, Starters & Snacks Recipes,Bachelor Recipes,Indian Breakfast Recipes",cheese chilli toast ,True,4,,['4.5'],,2to3,,,14,http://www.vegrecipesofindia.com/cheese-chilli-toast-recipe/
0,,,,Beverages,northindian,": how to make shikanji, nimbu pani recipe"," Kids Recipes, Summer Recipes,Beverages, Navratri & Fasting Recipes,15 Minutes Recipes, North Indian Recipes",shikanji or shikanjvi ,False,5,,['5'],,2,,,5,http://www.vegrecipesofindia.com/shikanji-shikanjvi-nimbu-pani/
0,,,45,Dessert,world, | whole wheat pound cake recipe," Kids Recipes, Eggless Cakes, Tiffin Recipes,Desserts,Bachelor Recipes, International Cuisines",eggless pound cake ,True,15,,['4.92'],,1loaf,,,60,http://www.vegrecipesofindia.com/eggless-pound-cake-recipe/
0,544,8,20,side,northindian,", how to make malai paneer recipe | paneer recipes","Kids Recipes, Paneer Recipes,30 Minutes Recipes, North Indian Recipes, Starters & Snacks Recipes, Tiffin Recipes,Gluten Free, Toddler Recipes,Bachelor Recipes",malai paneer ,True,5,15,['4.54'],23,2to3,2,50,25,http://www.vegrecipesofindia.com/malai-paneer-recipe-paneer-recipes/
0,,,45,main,Indian,", how to make hyderabadi veg biryani recipe | biryani recipes"," Main Course,Hyderabadi Cuisine,Gluten Free, Popular Indian Recipes, Rice Recipes,Rice Recipes",veg biryani ,True,45,,['4.65'],,5,,,90,http://www.vegrecipesofindia.com/hyderabad-veg-biryani-hyderabadi-vegetable-dum-biryani-recipe/
0,,,25,snacks,Indian,," No Onion No Garlic, Starters & Snacks Recipes,Kids Recipes, Navratri & Fasting Recipes, Vegan Recipes","banana chips or banana wafers, how to make banana chips ",False,15,,['4.56'],,4,,,40,http://www.vegrecipesofindia.com/banana-chips-or-banana-wafers-recipe/
0,144,12,15,sweets,Indian, | quick coconut ladoo recipe | coconut recipes," Kids Recipes,15 Minutes Recipes,Gluten Free, Festival Recipes,Desserts,Bachelor Recipes",instant coconut ladoo ,True,,2,['4'],8,18ladoos,10,10,15,http://www.vegrecipesofindia.com/instant-coconut-ladoo-recipe/
0,,,20,main,karnataka,", how to make bisi bele bath recipe at home","Karnataka Recipes, Popular Indian Recipes, Rice Recipes, Vegan Recipes",bisi bele bath ,True,60,,['4.65'],,6to7,,,80,http://www.vegrecipesofindia.com/bisi-bele-bath-recipe/
0,,,30,Breakfast,"Indian,kerala",", how to make kerala style appam recipe with yeast"," Kids Recipes, No Onion No Garlic, Kerala Recipes, Starters & Snacks Recipes, Tiffin Recipes, Vegan Recipes,Gluten Free,Indian Breakfast Recipes, South Indian Recipes",appam ,True,600,,['4.57'],,5to6,,,630,http://www.vegrecipesofindia.com/appam-recipe-kerala-appam/
0,214,27,30,Dessert,world, | whole wheat banana muffins recipe," Kids Recipes, Eggless Cakes, Vegan Recipes, Toddler Recipes,Desserts,Bachelor Recipes, International Cuisines",eggless banana muffins ,True,15,2,['4.78'],1,10muffins,10,11,45,http://www.vegrecipesofindia.com/eggless-banana-muffins-recipe/
0,,,10,side,"Italian,world",", how to make tomato pizza sauce recipe"," Kids Recipes,15 Minutes Recipes, Vegan Recipes,International Cuisines, Pickles-Sauces-Dips,Gluten Free",basic tomato pizza sauce ,False,5,,['4.6'],,3to4,,,15,http://www.vegrecipesofindia.com/basic-tomato-pizza-sauce-recipe/
0,,,20,Breakfast,Indian, | chaat style aloo toast sandwich recipe," Kids Recipes,Bachelor Recipes,Indian Street Food, No Onion No Garlic, Starters & Snacks Recipes",aloo toast sandwich ,False,20,,['4.34'],,5,,,40,http://www.vegrecipesofindia.com/chaat-style-aloo-toast-sandwich/
0,,,10,Breakfast,southindian,", how to make instant oats idli recipe | oats recipes"," Kids Recipes, No Onion No Garlic, Starters & Snacks Recipes, Tamil Nadu,Bachelor Recipes,Indian Breakfast Recipes, South Indian Recipes",oats idli ,True,45,,['4.34'],,15to16idlis,,,55,http://www.vegrecipesofindia.com/oats-idli-recipe-oats-recipes/
0,,,25,main,world,", how to make spanish rice recipe | rice recipes"," Main Course, Rice Recipes, Vegan Recipes,International Cuisines",spanish fried rice ,True,5,,['4'],,4,,,30,http://www.vegrecipesofindia.com/spanish-rice-recipe/
0,,,10,Dessert,world,", how to make quick chocolate fudge recipe"," Kids Recipes,15 Minutes Recipes,Gluten Free, Festival Recipes,Desserts,Bachelor Recipes, International Cuisines",chocolate fudge ,True,5,,['4.47'],,350grams,,,15,http://www.vegrecipesofindia.com/chocolate-fudge-recipe/
0,,,40,snacks,"Italian,world",", how to make veg calzone recipe | pocket pizza recipe"," Kids Recipes, Tiffin Recipes, Starters & Snacks Recipes, International Cuisines,Bread Recipes",calzone ,False,60,,['4.15'],,5calzones,,,100,http://www.vegrecipesofindia.com/calzone-recipe-veg-calzone-recipe/
0,,,20,"desserts,sweets",Indian, with khoya | nariyal barfi recipe with mawa," Kids Recipes,Desserts,30 Minutes Recipes,Bachelor Recipes, Festival Recipes",coconut barfi ,True,10,,['5'],,4people,,,30,http://www.vegrecipesofindia.com/coconut-barfi-recipe/
0,341,56,35,main,northindian,", how to make sama chawal khichdi recipe","Kids Recipes, Navratri & Fasting Recipes, No Onion No Garlic, North Indian Recipes, Vegan Recipes,Gluten Free, Toddler Recipes,Bachelor Recipes",samvat rice khichdi ,True,60,5,['4'],5,3to4,,10,95,http://www.vegrecipesofindia.com/samvat-rice-khichdi-recipe-sama-chawal-khichdi/
0,132,19,25,snacks,Indian,", how to make onion pakora recipe | onion fritters recipe","30 Minutes Recipes, Starters & Snacks Recipes, North Indian Recipes, Vegan Recipes, Punjabi Recipes,Bachelor Recipes,Indian Street Food",onion pakora ,True,5,6,['4.6'],,4,4,3,30,http://www.vegrecipesofindia.com/onion-pakoras-making-onion-pakorasfritters/
0,,,20,side,"hyderabadi,Indian",", how to make mirchi ka salan"," Main Course,Hyderabadi Cuisine, Indian Curries, Vegan Recipes, Popular Indian Recipes,Bachelor Recipes",hyderabadi mirchi ka salan ,False,30,,['4.6'],,6-7,,,50,http://www.vegrecipesofindia.com/hyderabadi-mirchi-ka-salan-recipe/
0,,,10,main,IndoChinese,", how to make mushroom fried rice recipe"," Kids Recipes, Main Course,30 Minutes Recipes, Indo-Chinese Recipes, Vegan Recipes, Rice Recipes,Bachelor Recipes,Indian Street Food, Low Fat Recipes",mushroom fried rice ,True,20,,['4.67'],,2,,,30,http://www.vegrecipesofindia.com/mushroom-fried-rice-recipe/
0,,,25,desserts,world,", how to make eggless easter biscuits recipe"," Kids Recipes,Baked Snacks, Vegan Recipes, Desserts, Festival Recipes",easter biscuits ,False,10,,['4.5'],,12biscuits,,,35,http://www.vegrecipesofindia.com/vegan-easter-biscuits/
0,,,45,main,Indian," restaurant style, how to make dum veg biryani recipe"," North Indian Recipes,Gluten Free, Popular Indian Recipes, Rice Recipes,Main Course,Rice Recipes",veg biryani ,True,45,,['4.95'],,4to5,,,90,http://www.vegrecipesofindia.com/restaurant-style-veg-dum-biryani-recipe/
0,,,,"snacks,starters",Indian, | how to make raw mango bhel recipe," Summer Recipes,15 Minutes Recipes, Starters & Snacks Recipes, North Indian Recipes, Vegan Recipes,Gluten Free,Bachelor Recipes,Indian Street Food",raw mango chaat ,True,15,,['4.75'],,3to4,,,15,http://www.vegrecipesofindia.com/raw-mango-chaat-recipe/
0,714,99,35,Dessert,world,", how to make eggless vanilla cake recipe"," Kids Recipes,Desserts, Popular Indian Recipes, International Cuisines, Eggless Cakes",eggless vanilla cake ,True,15,7,['4.54'],20,3to4,51,32,50,http://www.vegrecipesofindia.com/basic-eggless-vanilla-cake-recipe/
0,,,20,breakfasts,southindian,", how to make urad dal dosa | easy dosa recipe","Dal Recipes, Indian Breakfast Recipes,Gluten Free, South Indian Recipes",urad dal dosa ,True,380,,['1'],,2-3,,,400,http://www.vegrecipesofindia.com/urad-dal-dosa-recipe/
